RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Kordell Stewart, QB",BAL,1,-1,-1.0,-1,0,0,-0.5,0,0
 ,"Josh Reed, WR",BUF,2,-1,-0.5,6,0,0,-0.1,0,0
 ,"Rohan Davey, QB",NE,4,-1,-0.3,3,0,0,-0.3,0,0
 ,"Kelley Washington, WR",CIN,1,-1,-1.0,-1,0,0,-0.1,0,0
 ,"Terrance Copper, WR",DAL,1,-1,-1.0,-1,0,0,-0.1,0,0
308,"Kelly Holcomb, QB",CLE,3,-2,-0.7,0,0,0,-0.5,1,0
 ,"Cameron Cleeland, TE",STL,1,-2,-2.0,-2,0,0,-0.1,0,0
 ,"Doug Johnson, QB",TEN,2,-2,-1.0,-1,0,0,-1.0,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"J.T. O'Sullivan, QB",GB/NO,2,-2,-1.0,-1,0,0,-2.0,0,0
312,"Shane Matthews, QB",BUF,2,-3,-1.5,-1,0,0,-1.0,0,0
 ,"Terry Glenn, WR",DAL,1,-3,-3.0,-3,0,0,-0.5,0,0
 ,"Derrick Mason, WR",TEN,1,-3,-3.0,-3,0,0,-0.2,0,0
 ,"Laveranues Coles, WR",WSH,3,-3,-1.0,7,0,0,-0.2,0,2
 ,"Andre Davis, WR",CLE,1,-3,-3.0,-3,0,0,-0.4,0,0
 ,"Ronald Curry, WR",OAK,1,-3,-3.0,-3,0,0,-0.3,0,0
 ,"Brian St. Pierre, QB",PIT,4,-3,-0.8,2,0,0,-3.0,0,1
319,"Jerry Porter, WR",OAK,1,-4,-4.0,-4,0,0,-0.3,0,0
 ,"Reggie Wayne, WR",IND,1,-4,-4.0,-4,0,0,-0.3,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
321,"Willie Ponder, WR",NYG,1,-4,-4.0,-4,0,0,-0.4,0,0
322,"Jeff Wilkins, PK",STL,1,-5,-5.0,-5,0,0,-0.3,0,0
 ,"Terrell Owens, WR",PHI,3,-5,-1.7,6,0,0,-0.4,0,0
 ,"Justin McCareins, WR",NYJ,2,-5,-2.5,-2,0,0,-0.3,0,0
 ,"Philip Rivers, QB",SD,4,-5,-1.3,-1,0,0,-2.5,0,0
 ,"Jim Sorgi, QB",IND,8,-5,-0.6,2,0,0,-1.3,1,0
327,"Bryant Johnson, WR",ARI,2,-6,-3.0,1,0,0,-0.4,0,0
 ,"Taylor Jacobs, WR",WSH,1,-6,-6.0,-6,0,0,-0.4,0,0
 ,"Jabari Greer, CB",BUF,1,-6,-6.0,-6,0,0,-0.5,0,0
330,"Koy Detmer, QB",PHI,10,-7,-0.7,2,0,0,-0.4,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Nick Harris, P",DET,1,-7,-7.0,-7,0,0,-0.4,0,0
332,"Marty Booker, WR",MIA,1,-8,-8.0,-8,0,0,-0.5,0,0
 ,"Jamaar Taylor, WR",NYG,1,-8,-8.0,-8,0,0,-1.0,0,0
334,"Deion Sanders, CB",BAL,1,-10,-10.0,-10,0,0,-1.1,0,0
